primary_industry_id,name,url
5,"Physics Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251054
5,"Political Science Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251065
5,"Postsecondary Teachers, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=251199
5,"Preschool Teachers, Except Special Education",http://careerwise.minnstate.edu/careers/careerDetail?oc=252011
5,"Psychology Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251066
5,"Recreation and Fitness Studies Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251193
5,"Secondary School Teachers, Except Special and Career/Technical Education",http://careerwise.minnstate.edu/careers/careerDetail?oc=252031
5,Self-Enrichment Education Teachers,http://careerwise.minnstate.edu/careers/careerDetail?oc=253021
5,"Social Sciences Teachers, Postsecondary, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=251069
5,"Social Work Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251113
5,"Sociology Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251067
5,"Special Education Teachers, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=252059
5,"Special Education Teachers, Kindergarten and Elementary School",http://careerwise.minnstate.edu/careers/careerDetail?oc=252052
5,"Special Education Teachers, Middle School",http://careerwise.minnstate.edu/careers/careerDetail?oc=252053
5,"Special Education Teachers, Preschool",http://careerwise.minnstate.edu/careers/careerDetail?oc=252051
5,"Special Education Teachers, Secondary School",http://careerwise.minnstate.edu/careers/careerDetail?oc=252054
5,Teacher Assistants,http://careerwise.minnstate.edu/careers/careerDetail?oc=259041
5,"Teachers and Instructors, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=253099
5,"Vocational Education Teachers, Postsecondary",http://careerwise.minnstate.edu/careers/careerDetail?oc=251194
6,Accountants and Auditors,http://careerwise.minnstate.edu/careers/careerDetail?oc=132011
6,Actuaries,http://careerwise.minnstate.edu/careers/careerDetail?oc=152011
6,Bill and Account Collectors,http://careerwise.minnstate.edu/careers/careerDetail?oc=433011
6,Brokerage Clerks,http://careerwise.minnstate.edu/careers/careerDetail?oc=434011
6,Budget Analysts,http://careerwise.minnstate.edu/careers/careerDetail?oc=132031
6,"Claims Adjusters, Examiners, and Investigators",http://careerwise.minnstate.edu/careers/careerDetail?oc=131031
6,Credit Analysts,http://careerwise.minnstate.edu/careers/careerDetail?oc=132041
6,"Credit Authorizers, Checkers, and Clerks",http://careerwise.minnstate.edu/careers/careerDetail?oc=434041
6,Financial Analysts,http://careerwise.minnstate.edu/careers/careerDetail?oc=132051
6,"Financial Clerks, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=433099
6,Financial Managers,http://careerwise.minnstate.edu/careers/careerDetail?oc=113031
6,"Financial Specialists, All Other",http://careerwise.minnstate.edu/careers/careerDetail?oc=132099
6,"Insurance Appraisers, Auto Damage",http://careerwise.minnstate.edu/careers/careerDetail?oc=131032
6,Insurance Claims and Policy Processing Clerks,http://careerwise.minnstate.edu/careers/careerDetail?oc=439041
6,Insurance Sales Agents,http://careerwise.minnstate.edu/careers/careerDetail?oc=413021
6,Insurance Underwriters,http://careerwise.minnstate.edu/careers/careerDetail?oc=132053
6,Loan Interviewers and Clerks,http://careerwise.minnstate.edu/careers/careerDetail?oc=434131
6,Loan Officers,http://careerwise.minnstate.edu/careers/careerDetail?oc=132072
6,Personal Financial Advisors,http://careerwise.minnstate.edu/careers/careerDetail?oc=132052
6,"Securities, Commodities, and Financial Services Sales Agents",http://careerwise.minnstate.edu/careers/careerDetail?oc=413031
6,Tax Preparers,http://careerwise.minnstate.edu/careers/careerDetail?oc=132082
6,Tellers,http://careerwise.minnstate.edu/careers/careerDetail?oc=433071
